qid,question_text
1513,When was state of emergency declared in the country Milcah Chemos Cheywa is from?
1514,What race is the majority of the population in the country that has an official government position known as the Leader of the Opposition?
1515,Who won season 5 on the version of Bigg Boss made in the same language as the film Shabdavedhi?
1516,What instrument did the singer of If I Could Change the World study?
1517,Who sings meet me in montana with the performer of Who's Sorry Now?
1518,Why was the country Japan turned into a colony divided at the 38th parallel at the end of WWII?
1519,When was the last time a hurricane struck the state where Kanye West recorded the majority of his fourth album?
1520,when will the next Senator from where Parkway Place is located be seated?
1521,Who won American Idol when the contestant who won an Oscar for Dreamgirls was on it?
1522,When did the performer of The Promise of a New Day quit as a judge?
1523,"Who is the country that Kurt Frederick is a citizen of, named after?"
1524,What new residential powers did Eric O'Neill's employer now have?
1525,Who is the country Zepherinus Joseph is a citizen of named after?
1526,What group's power increased after the rise of the republic where the system of representative government comes from?
1527,What performer was live on the show that also aired I Dream?
1528,When did the country where the Krashovans are located join the allies in WW2?
1529,What leader sponsored the expedition that discovered the country where Nova Sintra is located?
1530,Who collaborated with the performer of Hero of the Day?
1531,Which major Russian city borders the body of water in which Öhe is situated?
1532,Who was the mayor in the birthplace of Brunet Zamora?
1533,Who beat the 2006 NASDAQ-100 Open Men's Singles winner in the U.S. Open?
1534,Who is the minister of defense in the country where Chama District is located?
1535,what is the highest point in the state WTLS is located?
1536,What does the name of the region encompassing Kavar County mean?
1537,How many times did the winner of the 7 man elimination chamber match win the WWE championship?
1538,What county is found in the state the Israel Arnold House is located?
1539,The siege of the place where Ğäliäsğar Kamal died was part of which wars?
1540,Who is chief justice of the country where Coronation Park is located?
1541,What was the lowest amount paid per session to the celebrity considered a feminist?
1542,How many Jews live in the country where the Statue of Liberty first came from?
1543,What performer recorded a live album at the broadcast studios that employed Allan Powell?
1544,Who is the first prime minister of My Magic's mother country?
1545,When did the torch arrive in the country where Drunken Master was filmed?
1546,What is the enrollment at Peter Iverson's employer?
1547,Who is the screenwriter of the film named after the country Ad Achkar is a citizen of?
1548,When did the torch arrive in the city where Chung-guyok is located?
1549,In which metro area is the city where CKNW is located?
1550,What type of vegetation is in the central region of one of the richest countries in Africa?
1551,Who is the sibling of the creator of The Crucifixion and Last Judgement diptych?
1552,Who is the father of the performer of the song Mother?
1553,What is the most popular hotel in Wilko Risser's birthplace?
1554,When did the relationship of the person a lot of modern pop artists grew up listening to with Carlos Leon end?
1555,What is the passport issuing authority in the country Robin Tampoe is from?
1556,"Who played the character known as ""the Grand Model""?"
1557,Who was in charge of the country Ribaševina is located in?
1558,Who was the first Muslim elected president of Jai Kishan's political party?
1559,what is the salary of the governor of the state that had the most black voters in 1956?
1560,What county is the city that owns Principal Park located in?
1561,When was the English company that took full control of the island after Napoleon's death established?
1562,What marked the end of the place where the idea of representative democracy originated?
1563,"What county contains Khosrowabad, in the city where Iman Ebrahimi was born?"
1564,When was the first railway line constructed between Kotri and the city where Marie Adelaide Leprosy Centre is located?
1565,Who performed the Fantasy Land Tour 2004 in the city where WonderMedia's headquarters is located?
1566,When did Lester Chambers' state of birth become part of the US?
1567,"What house does Joachim II Hector, Elector of the state Küstriner Bach is located, belong to?"
1568,What is the main research library at the place where Torben Grodal is employed?
1569,What is a staple food in the country where lhasa which is being turned into a culturally chinese city is the capital?
1570,Who played Mr. Tucker on the show named for the actor of Ben Matlock?
1571,What is the average income in the county that contains the Kent Woodlands?
1572,The community of Glencoe in the state My Talk Show is in is located in what county?
1573,Where were the establishers of the vice royalty of the Sakya regime trying to raise?
1574,What date was the end of the battle of the city where Piotr Azikiewicz was born?
1575,What manager of the group that performed The Battle of Evermore tried to sign Queen?
1576,Who is the President of the richest country in Africa?
1577,"The battle of Jackson, in the state where Motley Slough Bridge is located, is part of what war?"
1578,What spacecraft used the gravitational pull of the largest planet in the solar system?
1579,At what age did the performer of We Can't Stop start Hannah Montana?
1580,What is the history and culture of the island Rano Raraku is part of most closely tied to?
1581,Who is in charge in the country with the FEST film festival?
1582,Who piloted the plane that dropped the bomb over the city where Little Boy detonated?
1583,Where is the bust of the only U.S. president whose grandfather was also president?
1584,Who helped resolve the boundary disputes between Virginia and the state containing Routzahn-Miller Farmstead?
1585,What award was received by the actor who played Destry in Destry Rides Again?
1586,In which township in the New Jersey county where Stanhope is located can Hopewell be found?
1587,Who plays the character of the artist of Still Life with Straw Hat in Doctor Who?
1588,Who sings Never Say Never with the performer of One Less Lonely Girl?
1589,What perfume brand was founded by the lyricist who wrote Dance in the Dark?
1590,Who is the finance minister of Balavant Apte's birthplace?
1591,What is the population ranking of the state that is the narrative location of Tishomingo Blues?
1592,"What is the highest point where the Green-breasted pitta is found, in the country where the town of Amuria is located?"
1593,What is the meaning of the name of the oldest surviving Buddhist school?
1594,How detailed is the description of the death of the figure that was presented at the Temple in Jerusalem?
1595,In what city is the university that employs Francis Huntington Snow?
1596,What is the highest point in the state where Decatur Mall is located?
1597,Dean and Deadman's Island are both located in which municipality?
1598,What happened to the character Helen from the show named after the actor starring in the film Onionhead?
1599,What was the population of Charlie Weaver's birthplace in 1900?
1600,Who owns Interstate 95 in the state where Howard is located?
1601,What is Shelby High School in the state where Hotel Courtland is located a member of?
1602,"How is the human rights record of the country where Kyzylzhar District is located, compared to the rest of the world?"
1603,"Which verse in Luke states that Mary had ""no relations with man"" before the birth of the sower in the parable of the sower?"
1604,Who dropped the atomic bomb on the city where the first atomic bomb used in war exploded?
1605,When is the next governor election in the state WKJN broadcasts?
1606,When did the relationship between Carlos Leon and the person who played Eva Peron in Evita end?
1607,Which body of water is by the county where John Ross was born?
1608,Who is the present Food Minister in the state Kabbinale is located?
1609,What is the name of the airport in the place Cornelius Harnett died?
1610,"What documentary described the making of Number of the Beast, by the artists who recorded The X Factor?"
1611,"Where can you find the ESPN College Football show, on the original broadcaster of Delta?"
1612,Which county borders the county where Somerset is located?
1613,Who did the performer of 7 Things play in Hannah Montana?
1614,What happened to Helen on the show named after the actor who played Ben Matlock in the original TV series?
1615,Who was the conflict between in the Strife of Bleeding in the state that is the center of the United States?
1616,Who is the minister of the state where Hebri is located in 2018?
1617,Where on a map is the river the Tionesta Bridge crosses located?
1618,What is the main subject of biographies of the composer of Piano Concerto K. 107?
1619,What is the university where Phuti Mahanyele attended an instance of?
1620,Who is the sibling of the director of Tales of the Typewriter?
1621,Which municipality is Sheet Harbor part of in the province Mark Kriski was born?
1622,Who is the owner of the sports team Seth Maness plays for?
1623,What did the publisher of Balloon Kid rely primarily on for support?
1624,When did the people who risked changing their normal war tactics give up trying to recapture Henderson Field?
1625,What is the new tallest building in the city where Love on a Rooftop takes place?
1626,What is the name of the 2018 football of the event that was the first HDTV broadcast in Europe?
1627,In what county is the city where William Tubby was born?
1628,What magnitude earthquake hit the fashion capital of India on September 2011?
1629,Who is the programming language that is an example of a 4GL named after?
1630,What month did the performer of Breakaway win American Idol?
1631,When did the season of Grey's Anatomy when Derek died air?
1632,"Who is the General Treasurer of Providence Plantations, and the state where Awashonks was from?"
1633,In what administrative territorial entity is the place of death of James Madison Leach located?
1634,Where is the ark that was built in the state Our Place takes place?
1635,When was the performer of The Final Frontier founded?
1636,When was the company that Nizam allied with in the late 18th century established in India?
1637,In which district is LaHave in the same state as Dalhousie Mountain?
1638,When did the Olympic Torch arrive in HKGolden50's home city?
1639,"How long did the country that warned Gaddafi of a possible counter-coup in 1970, continue to maintain control over the state capital after the Treaty of Guadalupe Hidalgo?"
1640,What tradition inspired the legal system for the birthplace of Wong Chan Tong?
1641,In which county was David Friesen born?
1642,What cigars are named for the capitol of the country Josi W. Konski is from?
1643,When do we vote for governor in the state where WJQM is located?
1644,Where does the team Seth Maness plays for have spring training?
1645,When did humans begin to live in the area that is now the city where the series Fairly Legal is set?
1646,"When did the currencies of the country where the town of Gurúè is located, first come into circulation?"
1647,When did the M4V developer's iPhone 6S plus come out?
1648,How many square miles is the city where the National Cowboy and Western Heritage Museum is located?
1649,What tradition inspired the legal system for the place where Sai Van Bridge is located?
1650,What concept did the empire which recorded the oldest record of civil disobedience use when building a northern border defense?
1651,Where was the initial German offensive on the conflict Henry Ralph Lumley fought in stopped in September 1914?
1652,Who was the first Muslim elected as president of the political party Sadashiva Tripathy is a member of?
1653,Who played Aunt Bea on the show named after the star of the film Angel in My Pocket?
1654,When did the NBA player with the most career points first go to the finals?
1655,Who founded the college Dalziel Hammick attended?
1656,"During the Cold War, what happened in the country that contains Pursat?"
1657,"Who plays the character of the artist who created Farms near Auvers, in an episode of Dr. Who?"
1658,What region is the Highway 42 in the state that encompasses Episcopal Church of All Angels located?
1659,Morne Ciseaux's country is named after whom?
1660,Which parts of the country where Nedim Gunar is from are characterized with a Mediterranean climate?
1661,How many households were in the place Alf Francis died?
1662,"Hebron, on the island where the story Anne of Green Gables takes place, is located in what county?"
1663,"Which flag was made first, Cuba or the country whose flag Madonna rubbed between her thighs?"
1664,when did the country where Nereta is located become part of the Soviet Union?
1665,How many Americans live in the country where Kitona is located?
1666,What's the oldest football club in the country for Revolution's Orphans?
1667,What is the genre for the composer of Drumming?
1668,"What region is Qaleh Now-e Khaleseh, which is in the city where Ali-Asghar Bahari was born, located?"
1669,Who is the opposition leader in the country where Hagley Gap can be found?
1670,"Who did the songwriter of ""This Song"" write the song ""Something"" for ?"
1671,Who is the first prime minister of the country for The Unbeatables I?
1672,"On which date did Anne Fitzalan-Howard, Duchess of the region containing Irstead die?"
1673,What is the highest point in the state where Sequoyah is located?
1674,In which county was The Black Lillies founded?
1675,"Where did the battle take place in the play named for the person who said we came, we saw, we conquered?"
1676,What region is the city where KUPS is located located?
1677,What position did the owner of Caesar hold?
1678,What genre does the composer of Octet/Music for a Large Ensemble/Violin Phase work in?
1679,Who founded the military branch that Harold Gonsalves served in?
1680,When is the new album coming out from the Sing Like Me performer?
1681,What's the population of Kate Price's birthplace?
1682,Who was the ninth governor-general in the country where Victory is located?
1683,"Since 1994, who has been in charge of the city where Funda Arar was born?"
1684,Whose father organized the Concert for the People of Kampuchea?
1685,Whose spouse performed Sinatra: Vegas?
1686,What model appeared in the video for She Doesn't Mind sung by the singer featured on Baby Boy?
1687,Who refuted the statement that the Queen was critical of the union where basic MP3 decoding and technology are patent free?
1688,Where in Plymouth is the owner of Torquay Lifeboat Station based?
1689,Who is the first prime minister of the country that released C.L.I.F.?
1690,When did Freaky Friday featuring the performer of Sweet Love come out?
1691,What Sunset Beach in the state where A Scattered Life is set is in what county?
1692,Who bestowed the name of the state where WFGS is located in front of fried chicken?
1693,When was the singer whose favorite style is baroque born?
1694,What is Eric O'Neill's employer's main tool against organized crime?
1695,Who sings Meet Me in Montana with the performer of Steppin' Stone?
1696,In which district of the province where Trailer Park Boys takes place is LaHave?
1697,Where is the continental limit of the continent where Duseberg Buttress is located?
1698,How many Americans live in the country where the town of Gangala-na-Bodio is located?
1699,Who is the Minister of Defense in the country where Chongwe District is located?
1700,Who was the city where Richard Pulvis died named after?
1701,Who built the largest ancient Inca empire in the region that tomatoes came from in the Columbian exchange?
1702,What city is located in the same county as Honcut?
1703,Who wrote the pledge of allegiance of the country where Bahamas Olympic Committee is based?
1704,How many households were there in the city where WAYV is located during the 2010 United States Census?
1705,What is the literacy rate in the new state capitol founded in 1709?
1706,What genre of music is the composer of Clapping Music known for?
1707,What term describes the church that the Puritan movement worked to reform and churches that align with it?
1708,Who formed and first came to the colony which became the state where Keedy House is located?
1709,Where do the large A380 go after the city where Jean Odin died?
1710,Who is the father of the performer of I'm Stepping Out?
1711,Where was the guy who devised Mock Turtle born?
1712,What is the population of the city where Moonlight Brewing Company's headquarters are located?
1713,On what continent can the country where Tahifehifa is located be found?
1714,The Science Museum in the city where Joseph Blanco White was born is part of what?
1715,How many people died from the fighting between Armenia and the country Aran is located?
1716,What actress was a cast member in the 'Good Morning' film named after the city where Geo Films is headquartered?
1717,When did the Portuguese explore the Gold Coast of the area that the Bantu of East and Southern Africa migrated from?
1718,When did humans start living in the place where Dawn of the Planet of the Apes takes place?
1719,What player has played for both liverpool manchester united everton and the team Chris Beech is associated with?
1720,When did the roof gardens above the neighborhood where Margaret Morris was born open to the public?
1721,Who is the performer of the album Live in the city Claire Curran is from?
1722,What's the population of the birthplace of Don Fellows?
1723,In which county of the state where Lars and the Real Girl takes place is the community of Lyons located?
1724,What's the record label of the artist who sings You'll Never Find Another Love Like Mine?
1725,"When did the person who popularized the idea of evolution in the mid 1800s first use the word ""evolution"" in On the Origin of Species?"
1726,What city shares a border with the headquarters city of Wingas?
1727,How many seasons was the I'll Be Lovin' U Long Time lyricist a judge on American Idol?
1728,When does it get cold in the state Bob Stenehjem was born?
1729,What is the population of Larry Taylor's birthplace?
1730,Who does the vocals on Money by the performer who also sang Have a Cigar?
1731,What is the capitol of the province where Artsvanik is located?
1732,Who was in charge of the country Mrveš is located in?
1733,How many people were in the state where the Mississippi river begins in 1900?
1734,Who did the actor who plays toy Santa in Santa Clause 2 play in Toy Story?
1735,Who directed the movie with the same name as the country where Zouk Mikael is located?
1736,When is senate election day in the state where WJLD is located?
1737,In what season was the performer of My Destiny a guest judge on American Idol?
1738,Where did the quarterback of Derrick Ross's team go to college?
1739,When is the next gubernatorial election in the state where WGCM-FM is found?
1740,What county holds the community where the neighborhood of Marlton is found?
1741,What county borders the other county where the borough of Worthville is located?
1742,Who was the spouse of the person who performed If I Should Die Tonight?
1743,Who was married to the singer of Concepts?
1744,"Who is the only person to play for Liverpool, Manchester United, Everton and the team Demi Stokes was on?"
1745,When did the torch arrive in the country where Dragon Squad was filmed?
1746,when was france occupied by the country where Lutheranism began?
1747,Who was President of the United States immediately following the war Sergeant Stubby participated in?
1748,What was the record label of the performer who sings You'll Never Find Another Love Like Mine?
1749,"What is the administrative territorial entity for Walnut Grove in the state that is known as the land of 10,000 lakes?"
1750,What does the abbreviation of the agency that officially recognized women's football in 1971 Stand for?
1751,What type of university is the institution that employed Saul Amarel an instance of?
1752,Who was the first president of the publisher of Journal of Family Psychology?
1753,Who is the current Chief Justice of the country K2 Telecom operates in?
1754,The publisher of the Internet Channel relied primarily on what for its support?
1755,Who did the performer of Don't write the song Thinking Out Loud for?
1756,In which country is the Embassy of Russia in the city where Jiří Kejval was born?
1757,On what did the publisher of Uniracers primarily rely for its support?
1758,How many households are in the city served by WNJN-FM?
1759,Who founded the manufacturer of TorqueFlite transmissions?
1760,Where does the state containing the Dumka Lok Sabha constituency rank in population in India?
1761,when did the developer of Rhapsody release the iPhone 6s plus?
1762,"In terms of wind energy production, where does the birth state for Harry Stella rank?"
1763,What other instrument was played by the guitarist who has been inducted into the Rock and Roll Hall of Fame the most times?
1764,What shifted attention away from the coverage regarding the controversy of required service of the official who blocked UNFPA funding?
1765,What is the population of the city where Dustin Latimer was born?
1766,When did the emperor who forced the Germanic tribes to the east side of the Rhine die?
1767,"When did Anne Fitzalan-Howard, Duchess of Louise Allen's birthplace, die?"
1768,Where is the headquarters of the social media site which was used for complaining about the Indian censoring located?
1769,What series is the model 6 of the company that made Dacia Sandera a part of?
1770,What is the surface area in square miles of the continent containing Gorki Ridge?
1771,Why is there only one star on the flag for the country where Wilfredo Maisonave has citizenship?
1772,Who did performer of Sad but True collaborate with?
1773,"What indie/folk musician, other than the performers of Moon Pix, is based in Miami?"
1774,How many records has the performer of The World Needs a Hero sold worldwide?
1775,Who was the piano player in the fictional work that Captain Apollo appeared in?
1776,"During the Pacific War, what did the people whose nation's cameras the CIPA DC-004 applies to, fail to capture?"
1777,Why did Kim Pyong-il's father redeploy his military troops?
1778,What early Huguenot Church was started where Syllabub is long established?
1779,What county is the city where Leonard S. Echols was born located?
1780,What shares a border with Rivière-Verte in the country where The Brunswickan is located?
1781,When did the 2008 Olympic torch arrive in the city where The ONE shopping center is located?
1782,when was the state capitol governing the members of the The White Foliage built?
1783,Who is the minister of local government in the country which as a Ministry of Defence?
1784,Who had the fewest troops in the place where Ofusato died?
1785,When did Chopin return to the city where Jan Gall was born?
1786,Who was in charge of the city where Eliseo Grenet died?
1787,Who is the sister of the performer who wrote the lyrics to L.A.?
1788,What is the record label of the Dry Bones Dance performer?
1789,When was the ocean located within the Antarctic Circle discovered?
1790,Who was the first president of the country that Zourah Ali is a citizen of?
1791,When did the drinking age change to 19 in the state where Lars and the Real Girl is set?
1792,Who was the US president when the city where the first atomic bomb used in war exploded was bombed?
1793,What is the largest city in the county where East Lake is located?
1794,What is the debt-to-GDP ratio in the country where Massimo Baistrocchi lived?
1795,What language is used by the director of Tiffany Memorandum?
1796,Where was the composer of Two educated?
1797,Who was ordered to force a Tibetan assault into the birthplace of Liao Yiwu?
1798,What political party was the person who replaced Derby after his resignation affiliated with?
1799,"During the Ming Dynasty, whose presence increased in the region that was once the Tangs biggest rival?"
1800,When was free education introduced in the birth country of Virodaya Cinkaiariyan?
1801,Which subgenre of the blues is the Hard Again performer associated with?
1802,What is the most common source of electricity in the Canadian province housing George Island Light?
1803,"What is the population of the city of Desmet, in the state where the Stratobowl is found?"
1804,Why did China need to resettle people into Ma Mingyu's place of birth?
1805,Where was the performer in The Awakening born?
1806,Which county is the city where Neyland Stadium is located the seat of
1807,When does the country where AS Saint-Luc is located experience its dry season?
1808,Who is the current leader of opposition in the country Kampala Mosque is located?
1809,"Whose life is learned from by members of the non-Muslim religion that, along with Judaism, produced notable theological works under the Umayyads?"
1810,Who was the first independent leader of country where AS Nika is based?
1811,In what park will you find a diamond mine in the U.S. state that produces the most rice?
1812,What university did the screenwriter of Badshahi Angti go?
1813,Who was the mother of the Read My Lips performer?
1814,Which body of water is by the place where Sergei Diaghilev resides?
1815,Where did the detective in The Second Confession live?
1816,Next to which body of water is the city where Saint Joseph Cathedral is located?
1817,Who was the first Prime Minister on the country where Beasts of No Nation was filmed?
1818,What are the nationality and occupation of the most followed man on Instagram?
1819,Where did the quarterback for Sid Smith's team go to college?
1820,When did the first flip phone by the developer of SREC come out?
1821,What record label did the performer of The Kennedy Dream sign with?
1822,What is the source of the river which feeds the CAP?
1823,Who led the organization that included the 1st Belorussian Front and made it an effective fighting force?
1824,At what age did the I Got Nerve performer start Hannah Montana?
1825,What is the population of the state where Thank You For Your Service is based?
1826,What is the record label of the lyricist of After Hours?
1827,On what day did the Olympic torch arrive in the setting for Bullet brain?
1828,Who is the sibling of the person who wrote the script for the 1996 Crucible movie adaption?
1829,Who is the mother of the person who performed You're All I Need?
1830,How high is the highest point in the city Chopin grew up in?
1831,When did the drinking age change to 19 in the state where Agoston Haraszthy resided?
1832,What's the highest court in the union where the European flag has jurisdiction?
1833,Who's the screenwriter of the movie whose name is the country where Khirbet El-Knese is located?
1834,Which actor participates in the show where Ty Harper is from?
1835,The forces of Mark Antony and Octavian fought the killers of the man behind the Julian calendar where?
1836,What league did the team Ken Reed was a member of play in?
1837,Where was the performer of Cinderella's Eyes born?
1838,"Who founded the label responsible for Love, Loss, Hope, Repeat?"
1839,Where on the Avalon Peninsula is the city that had the seventh-highest metropolitan crime index in 2010 located?
1840,When was John Staples Harriott's employer established?
1841,What is the only trade union is the country containing Niulakita?
1842,"As of 2018, who is the minister of the state where hampi tourist place is located?"
1843,When does the academic year start in the country showing I Wanna Be A Model?
1844,"What is the Science Museum, located in Francisco Zerez's birthplace, a part of?"
1845,When did the torch arrive in the country As the Light Goes Out is from?
1846,Who played the person whose ideas influenced the Declaration of Independence?
1847,When were the mosaics at the church where the Salonika Agreement took place created?
1848,Who is the current mayor of the Michael Langrish's birthplace?
1849,What was the record label of the man who played the preacher in the film Tommy?
1850,What region is the city encompassing WZND-LP located?
1851,The artist behind (I) Get Lost signed with what label?
1852,When the I'm Just Here For The Music performer quit her role as a judge?
1853,What was the country where Karmsund Bridge is located named for?
1854,How many square miles is the city which holds the State Fair of Oklahoma?
1855,When did the torch arrive in the country where Rage and Passion originated?
1856,Where in the UK is the location of the district that contains the fell of Seat?
1857,"Who is the ""change the world"" singer's record label?"
1858,When was the circus maximus built in Ugo Balzani's birth city?
1859,Who did the performer of See Yourself write the song Something for?
1860,What county was Suzanne Reynolds born in?
1861,What is the population of Williston in the state that encompasses KMAV-FM?
1862,Who is the active president serving the people of Lenguazaque?
1863,What is the population of the area where KPSZ is licensed to broadcast to?
1864,When did the state where Great River Road is located become part of the U.S.?
1865,Who wrote the script for the movie with the same name as William Beaumont's birthplace?
1866,What is the only trade union in Fualopa's country?
1867,What is the rank of the state where WKJN is located in population?
1868,"Where did the quarterback for the team that was defeated by Green Bay in the first Super Bowl, go to college?"
1869,What is the rank of the state Lohardaga Lok Sabha constituency is located in population?
1870,When did the person who sings the theme song to Wonder Years record With a Little Help From My Friends?
1871,Who did the performer of Electronic Sound write the song Something for?
1872,Where was the headquarters of the state where barbarian invaders established kingdoms?
1873,Who is the child of the person who wrote the lyrics to Getting Closer?
1874,Who was the ninth governor-general in the country Gasmata is located?
1875,What is the highest point of the state governing Langdon House?
1876,How long is a governor's term in the state WZYP is located?
1877,What is the estimated population in 2014 of the city where Donda West's funeral was held?
1878,On what day did the battle end in the country of origin for Verax?
1879,"Who won season 5 of Bigg Boss, in the version of the show made in the same language as the 2014 film Gharshane?"
1880,The earliest examples of civil disobedience occurred under an empire that existed over what date range?
1881,What community is adjacent and southeast of the Riviere-Verte that is found in the same province as Butts Corner?
1882,What kind of family is the thrush from the country Wasana originates?
1883,How long does the biggest celebration in Sarah-Quita Offringa's place of birth last?
1884,"What county contains the village of Khosrowabad, in the city of birth of Mahdi Tajik?"
1885,When did the torch visit the place where Andre Bloc died?
1886,What is the name of the airport in the city encompassing District 10?
1887,What league was Shalon Baker's team in?
1888,What is the record label for the singer of Cast Your Fate to the Wind?
1889,What county has the capital city where the Baker Peters House is located?
1890,Who did the Let It Go singer play in Country Strong?
1891,"In 1971, who introduced the first microprocessor for the production company of CyberWorld?"
1892,Why did China need to resettle people in the Cao Yongjing's birthplace?
1893,What subject was studied in the country where Ibn Muqla was born?
1894,"In fall of 2014, how many students attended the school Wade Moore was educated at?"
1895,Who has written the national anthem of the country filming Kaathirupaen Unakaaha?
1896,Who plays the painter who created L'Arlésienne in Doctor Who?
1897,When was the instrument of the type Mark Smith played first made?
1898,Who was played by the Nothing That You Are performer in Princess Diaries?
1899,In what region of what is now the country containing Nancova did the Germans clash with the Portuguese?
1900,Who made the city where Mozilla China's headquarter locates his capital?
1901,In which municipality of the province where Trailer Park Boys takes place is Kinsac?
1902,"After their transport to the birthplace of Matthieu Lecuyer, where do the large A380 planes go next?"
1903,What is the population of the city where Bình Thạnh is located?
1904,Who wrote the national anthem of the country where the village of Manalkadu is found?
1905,Whom is the country Dennery River is located named after?
1906,Who was the father of the composer of Piano Sonata No. 1?
1907,Who named the chicken chain associated with the state where Wooldridge-Rose House is located?
1908,Who named the fast food chain whose name alludes to the state where Uncle Tom's Cabin is set?
1909,"Who did the performer of ""Jump in the Fire"" collaborate with?"
1910,What mountain range in the state where the highest peaks of the Rockies are is Humboldt Peak a part of?
1911,What lent its name to the country that became the largest economy in Africa?
1912,Who named fried chicken after the state where Art Ball was born?
1913,What mountain range is Garfield Peak of the state where Stagecoach Dam is located part of?
1914,When did the performer of Spellbound quit as a judge?
1915,What group of languages includes the old version of the language associated with the myth where two canines watch over the Chinvat Bridge?
1916,Who is the new president elect of the country with the city of Pereira?
1917,Who is the mayor of the city where the Oklahoma School of Science and Mathematics is located?
1918,Who designed the museum that has the Portrait of Guidobaldo da Montefeltro?
1919,What is the location of the water lily pond by the creator of Boating on the River Epte?
1920,When were the mosaics at the church in the birthplace of Kostas Louboutis created?
1921,How much of the population in Africa's largest economy is Christian?
1922,What is the location where the band who sang 666 The Number of the Beast was formed?
1923,Who is the current minister of health in the country where Kotido Airport is located?
1924,What is the period of revolution of the planet on which Borealis quadrangle can be found?
1925,"In the Pacific War, what did the people in whose language PopSister was published, fail to capture?"
1926,What county shares a border with the birthplace of John L. Grove?
1927,What river flows through the city where Donda West's funeral was held?
1928,What record label owns the series that I'll Always Remember You is a part of?
1929,Who was the original broadcaster of the PGA Tour on the network that aired Reggie?
1930,What subset of the dominant scheme for internal processing is used by Windows?
1931,What political party does the author of Freedom from Fear belong to?
1932,where is the blue mosque located in the country that contains Turhal?
1933,Who are the two leaders of the opposition in the province where Thompson is?
1934,In what county is the city where you can find Baker Peters House located?
1935,Who wrote the national anthem of the country where Navatkuly is located?
1936,Who sings the rap in baby by U Smile's performer?
1937,When did Chopin return to the city where Esperanto was created?
1938,"In 1925, what Cuban Legend was born in the same city where Gonzalo Guell was born?"
1939,Where is the headquarters of the social company who proclaimed Beyonce fans are known as the Bey Hive?
1940,Who directed the film named after the country where the village of Majdal Anjar is found?
1941,What group of schools is the college where Jennifer Kimball studied a part of?
1942,What is the twin of the capitol of the Democratic Republic of the Congo?
1943,Who founded the university attended by Jonathan Russell?
1944,What is the population of Luther Burbank's birthplace?
1945,What is the meaning of the name of the province of which Shiraz is the capitol?
1946,Which subgenre of the blues is the lyricist of Mannish Boy associated with?
1947,Who was the discoverer of the location where Savave is found?
1948,Who was the first president of the publisher of Psychology and Aging?
1949,What province contains the city where the aircraft manufacturer Antara was formed?
1950,What date did the mobile phone inventor release the flip phone?
1951,When did the currencies of the country in which Cuamba is located first come into circulation?
1952,What was the original price for a replacement battery from the producer of iPod?
1953,What cigars are named for the capitol of the country where Granma is located?
1954,Who sings Mack the Knife with the first person to sing My Way?
1955,"Where was the highest known temperature recorded, in the state where the X-10 Graphite Reactor is located?"
1956,What comprehensive school was established in the island where Llanddyfnan is located?
1957,"What song did the performer of ""Sing"" write for Justin Bieber?"
1958,When does the monsoon season occur in the territory of Delhi with the highest literacy rates?
1959,What song did the songwriter of Perfect write for Justin Bieber?
1960,Who's father performed Pipes of Peace?
1961,What continent is the country that contains Funafala part of?
1962,Who was the father of the composer of Symphony No. 30?
1963,The company that developed M4V has remained profitable since what time?
1964,What direction do you travel from Woodbury Langdon's place of demise to get to Southampton?
1965,When does fall weather start in the state where the Lucas Mansion is located?
1966,How did the organization seen as a great power in addition to member counties rank Switzerland's economy?
1967,What is the birthdate of the performer who a lot of modern pop artists grew up listening to?
1968,Who did the songwriter for 18 by One Direction write Thinking Out Loud for?
1969,What is the hockey club in the birthplace of George Fiott Day named?
1970,What is the occupation and nationality of the person who has won the most men's major golf championships?
1971,Who was in charge of the state which generates the most revenue in India?
1972,What is debt-to-GDP ratio of Mohammed Dabo Lere's country of citizenship?
1973,What record label does the performer of change the Game belong to?
1974,"When did the author of The Descent of Man, and Selection in Relation to Sex first use the word ""evolution"" in On the Origin of Species?"
1975,What county is community of Robinson located in the state where Wickfield Round Barn is located?
1976,What was the former name of the city where Yellow Dragon Sports Center is located?
1977,"What did Germany, and the country that produced the AK-74, sign in 1939?"
1978,When did the country where Forticom is become part of the USSR?
1979,Who is the spouse of the performer of Dancin' Fool?
1980,What happened in the country where Poipet is located during the Cold War?
1981,Why does the country whose flag Madonna rubbed between her thighs have one star on its flag?
1982,When did Tang's biggest rival become part of Qing China?
1983,What college did the author of Excellent Cadavers attend?
1984,What part of the life of the person who said man cannot live by bread alone is detailed in these gospels?
1985,How many square miles is the city where Donda West's funeral was?
1986,Which lady gave birth to the performer of If I Can't Dance?
1987,When does the monsoon season occur in the city where CMC Limited has its headquarters?
1988,When did the military branch Charles Burnett served in start to wear khaki?
1989,Where is the location of the 1990 event that was the first HDTV broadcast in Europe?
1990,Who was the lead vocalist on album with the performer of Don't Be My Enemy?
1991,What was the trade route between Germany and the country where The Detached Mission was produced?
1992,Who plays the singer of She Colors My Day in the movie I Can Only Imagine?
1993,What incorrect term for indigenous population originated from the famous explorer who was the first to have ships with hulls made of copper?
1994,In which season was the artist of Ballerina Girl a guest judge on American Idol?
1995,Where did maize cultivation begin where tomatoes come from in the columbian exchange?
1996,Who has been elected as the new president of the country where the municipality of Sabaneta is located?
